Name,WikiURL,P1Parliament,P1Party,P1Electorate,P2Parliament,P2Party,P2Electorate,P3Parliament,P3Party,P3Electorate,P4Parliament,P4Party,P4Electorate,P5Parliament,P5Party,P5Electorate,P6Parliament,P6Party,P6Electorate,P7Parliament,P7Party,P7Electorate,P8Parliament,P8Party,P8Electorate,P9Parliament,P9Party,P9Electorate,P10Parliament,P10Party,P10Electorate,P11Parliament,P11Party,P11Electorate,P12Parliament,P12Party,P12Electorate,P13Parliament,P13Party,P13Electorate,P14Parliament,P14Party,P14Electorate,P15Parliament,P15Party,P15Electorate,P16Parliament,P16Party,P16Electorate,P17Parliament,P17Party,P17Electorate,P18Parliament,P18Party,P18Electorate,P19Parliament,P19Party,P19Electorate,P20Parliament,P20Party,P20Electorate,P21Parliament,P21Party,P21Electorate,P22Parliament,P22Party,P22Electorate,P23Parliament,P23Party,P23Electorate,P24Parliament,P24Party,P24Electorate,P25Parliament,P25Party,P25Electorate,P26Parliament,P26Party,P26Electorate,P27Parliament,P27Party,P27Electorate,P28Parliament,P28Party,P28Electorate,P29Parliament,P29Party,P29Electorate,P30Parliament,P30Party,P30Electorate,P31Parliament,P31Party,P31Electorate,P32Parliament,P32Party,P32Electorate,P33Parliament,P33Party,P33Electorate,P34Parliament,P34Party,P34Electorate,P35Parliament,P35Party,P35Electorate,P36Parliament,P36Party,P36Electorate,P37Parliament,P37Party,P37Electorate,P38Parliament,P38Party,P38Electorate,P39Parliament,P39Party,P39Electorate,P40Parliament,P40Party,P40Electorate,P41Parliament,P41Party,P41Electorate,P42Parliament,P42Party,P42Electorate,P43Parliament,P43Party,P43Electorate,P44Parliament,P44Party,P44Electorate
"Joseph Benedict ""Joe"" Hockey",/wiki/Joe_Hockey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sir Frederick Harold Stewart,/wiki/Frederick_Stewart_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Eileen Gillard,/wiki/Julia_Gillard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith John Pitt,/wiki/Keith_Pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sir David Eric Fairbairn,/wiki/David_Fairbairn_(politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Duncan Anderson,/wiki/John_Anderson_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raymond Harold ""Ray"" Whittorn",/wiki/Ray_Whittorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Leslie Howe,/wiki/Brian_Howe_(politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Gibb,/wiki/James_Gibb_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brendan Percival Hansen, OAM",/wiki/Brendan_Hansen_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richard James ""Rick"" Wilson",/wiki/Rick_Wilson_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Alfred Dreyfus,/wiki/Mark_Dreyfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Macdonald-Paterson,/wiki/Thomas_Macdonald-Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Paterson,/wiki/Alexander_Paterson_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Henry Scullin,/wiki/James_Scullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llewellyn Atkinson,/wiki/Llewellyn_Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney McHugh,/wiki/Sydney_McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Storrer,/wiki/David_Storrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Robert Nicholls,/wiki/Samuel_Nicholls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Andrew Arthur,/wiki/John_Arthur_(Australian_politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
